"index_name","index_date","open_index_value","high_index_value","low_index_value","closing_index_value","points_change","change_percent","volume","turnover_rs_cr","pe_ratio","pb_ratio","div_yield"
"NIFTY100 Enhanced ESG","05-08-2020","NaN","NaN","NaN","2189.40","0.47","0.02","713397897","37668.70","35.07","3.48","1.44"
"NIFTY100 ESG","05-08-2020","NaN","NaN","NaN","2175.89","0.14","0.01","738042417","39074.27","34.95","3.48","1.40"
"Nifty100 ESG Sector Leaders","05-08-2020","NaN","NaN","NaN","1931.45","0.26","0.01","304612748","23165.49","34.44","3.80","1.64"
"NIFTY SME EMERGE","05-08-2020","NaN","NaN","NaN","1221.42","2.81","0.23","NaN","NaN","17.16","1.15","0.34"
"NIFTY LargeMidcap 250","05-08-2020","NaN","NaN","NaN","5625.04","15.51","0.28","1686157177","51768.38","44.77","2.72","1.39"
"NIFTY50 Equal Weight","05-08-2020","11306.30","11395.30","11280.20","11344.50","99.35","0.88","667639446","34894.58","26.10","2.27","2.24"
"NIFTY Alpha Quality Low-Volatility 30","05-08-2020","NaN","NaN","NaN","9711.37","-28.41","-0.29","171622699","16837.65","28.23","7.07","1.67"
"NIFTY Quality Low-Volatility 30","05-08-2020","NaN","NaN","NaN","8402.33","-14.28","-0.17","137736445","9283.72","27.17","6.84","1.95"
"Nifty100 Low Volatility 30","05-08-2020","8966.85","8998.75","8892.70","8921.65","-13.40","-0.15","191338761","18370.71","22.76","4.08","2.02"
"Nifty 50 Arbitrage","05-08-2020","NaN","NaN","NaN","1900.35","-0.69","-0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty Aditya Birla Group","05-08-2020","NaN","NaN","NaN","2663.22","40.27","1.54","343180398","1479.39","NaN","1.32","0.39"
"Nifty Midcap 150","05-08-2020","5973.40","6004.85","5947.75","5960.15","30.65","0.52","818150015","9245.90","82.12","2.37","1.36"
"Nifty Smallcap 50","05-08-2020","2503.95","2527.95","2499.40","2524.65","36.95","1.49","104589368","2919.96","22.34","2.12","1.36"
"Nifty Smallcap 250","05-08-2020","4463.00","4486.55","4454.20","4475.80","42.55","0.96","334741402","5265.99","26.35","1.93","1.72"
"Nifty Private Bank","05-08-2020","11839.90","11973.10","11715.80","11749.25","24.05","0.21","227676460","7317.33","25.14","2.02","0.73"
"Nifty Tata Group 25% Cap","05-08-2020","NaN","NaN","NaN","4556.41","71.81","1.60","179287598","5018.85","56.08","2.44","1.61"
"Nifty Tata Group","05-08-2020","NaN","NaN","NaN","6969.05","60.54","0.88","196848281","5163.16","36.41","5.24","2.99"
"Nifty Mahindra Group","05-08-2020","NaN","NaN","NaN","9125.22","58.78","0.65","25958498","789.87","24.98","2.24","2.77"
"NIFTY Alpha Quality Value Low-Volatility 30","05-08-2020","NaN","NaN","NaN","7374.71","-19.96","-0.27","158235299","9727.57","20.08","4.45","2.43"
"Nifty 8-13 yr G-Sec","05-08-2020","2207.69","2208.92","2207.69","2208.50","1.19","0.05","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","05-08-2020","2350.75","2352.55","2350.46","2352.33","1.99","0.08","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","05-08-2020","2386.09","2386.98","2385.65","2386.72","1.05","0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","05-08-2020","2642.65","2642.65","2639.52","2639.94","-2.25","-0.09","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","05-08-2020","2250.66","2252.03","2250.66","2251.67","1.39","0.06","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","05-08-2020","2003.57","2005.15","2003.57","2004.51","1.26","0.06","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","05-08-2020","976.52","977.30","976.52","976.99","0.46","0.05","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","05-08-2020","NaN","NaN","NaN","1900.74","0.15","0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","05-08-2020","NaN","NaN","NaN","5132.89","9.79","0.19","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","04-08-2020","10946.65","11112.25","10908.10","11095.25","203.65","1.87","625738313","35357.96","30.39","3.12","1.49"
"Nifty Next 50","04-08-2020","26890.85","26924.75","26728.10","26897.20","171.45","0.64","178760183","6440.72","32.87","3.82","1.04"
"Nifty 100","04-08-2020","11113.65","11258.85","11074.05","11244.10","188.10","1.70","804498496","41798.68","30.71","3.20","1.42"
"Nifty 200","04-08-2020","5669.45","5739.00","5649.75","5731.90","92.35","1.64","1559597403","49550.86","33.38","3.02","1.43"
"Nifty 500","04-08-2020","8980.55","9085.75","8951.00","9074.95","142.90","1.60","1877931258","54928.16","33.21","2.95","1.43"
"Nifty Midcap 50","04-08-2020","4253.70","4294.60","4250.90","4288.65","57.35","1.36","710145474","6069.34","NaN","1.52","2.17"
"NIFTY Midcap 100","04-08-2020","15561.85","15664.40","15508.70","15640.40","171.70","1.11","755098907","7752.18","121.72","2.05","1.52"
"NIFTY Smallcap 100","04-08-2020","5103.85","5137.90","5083.25","5131.70","69.35","1.37","152296676","3120.66","21.01","1.90","1.56"
"Nifty50 Dividend Points","04-08-2020","NaN","NaN","NaN","36.11","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","04-08-2020","7282.45","7381.65","7273.20","7353.95","113.70","1.57","166384263","4324.14","55.31","3.32","2.07"
"Nifty Bank","04-08-2020","21248.25","21576.35","21057.75","21490.50","418.40","1.99","297019822","9152.34","22.81","1.78","0.59"
"Nifty Energy","04-08-2020","15111.05","15462.20","15024.75","15408.15","352.60","2.34","182298329","11012.16","15.65","1.37","3.83"
"Nifty Financial Services","04-08-2020","10541.65","10736.85","10476.30","10706.00","238.80","2.28","180831356","11391.11","22.96","2.70","0.77"
"Nifty FMCG","04-08-2020","30903.50","31059.45","30782.85","30901.65","141.85","0.46","40672518","2579.97","38.98","10.20","1.38"
"Nifty IT","04-08-2020","18029.40","18092.00","17716.40","17808.00","-157.80","-0.88","36316763","3078.18","23.65","6.09","2.28"
"Nifty Media","04-08-2020","1276.55","1324.95","1273.75","1320.30","48.35","3.80","71626419","904.15","311.70","1.67","1.74"
"Nifty Metal","04-08-2020","2168.80","2185.75","2155.40","2177.35","21.20","0.98","91255160","1476.42","10.44","1.03","4.14"
"Nifty MNC","04-08-2020","13635.45","13691.80","13612.05","13635.65","80.20","0.59","367494238","2872.80","NaN","5.48","1.21"
"Nifty Pharma","04-08-2020","11179.50","11337.70","11056.95","11316.95","188.55","1.69","43605920","4014.46","33.75","4.92","0.47"
"Nifty PSU Bank","04-08-2020","1428.00","1430.20","1410.35","1420.20","-0.30","-0.02","116500992","1212.70","NaN","0.61","0.00"
"Nifty Realty","04-08-2020","199.40","202.90","198.85","202.25","3.70","1.86","13719670","235.49","29.55","1.82","0.44"
"Nifty India Consumption","04-08-2020","4937.90","4981.20","4935.20","4967.20","53.95","1.10","148094885","7586.26","154.57","5.92","1.43"
"Nifty Commodities","04-08-2020","3008.10","3023.60","2998.90","3019.65","24.75","0.83","246741018","13427.40","17.46","1.50","2.99"
"Nifty Dividend Opportunities 50","04-08-2020","2390.70","2395.70","2375.55","2382.35","0.90","0.04","350587444","8739.58","16.25","2.35","3.96"
"Nifty Infrastructure","04-08-2020","3123.50","3174.35","3120.75","3167.65","54.45","1.75","275451302","14745.43","57.18","2.08","2.10"
"Nifty PSE","04-08-2020","2479.55","2491.50","2451.10","2467.75","-1.45","-0.06","216078565","2655.22","9.76","1.00","6.24"
"Nifty Services Sector","04-08-2020","14296.30","14412.60","14206.40","14385.60","169.55","1.19","382275864","17669.49","28.19","3.05","1.42"
"Nifty50 Shariah","04-08-2020","NaN","NaN","NaN","2703.48","-6.72","-0.25","121118776","7806.40","27.78","4.86","2.21"
"Nifty500 Shariah","04-08-2020","NaN","NaN","NaN","3147.65","6.32","0.20","379597001","15526.71","29.32","4.54","1.79"
"Nifty Low Volatility 50","04-08-2020","NaN","NaN","NaN","10921.90","66.00","0.61","166019125","13329.47","25.22","4.14","1.68"
"Nifty Alpha 50","04-08-2020","14965.05","15089.60","14930.65","15064.20","184.60","1.24","146536736","17010.81","40.77","7.51","0.61"
"Nifty High Beta 50","04-08-2020","NaN","NaN","NaN","1082.39","9.98","0.93","992042119","15739.36","NaN","1.17","1.68"
"Nifty100 Equal Weight","04-08-2020","12332.20","12359.45","12287.20","12352.00","85.40","0.70","804498496","41798.68","27.06","2.49","1.79"
"Nifty100 Liquid 15","04-08-2020","2699.85","2716.35","2684.10","2711.90","24.90","0.93","290577722","9624.80","77.10","1.63","1.54"
"Nifty CPSE","04-08-2020","1409.95","1418.30","1402.45","1407.65","5.90","0.42","77541012","711.29","7.84","1.03","6.99"
"Nifty50 Value 20","04-08-2020","5477.65","5488.75","5437.30","5453.45","-7.50","-0.14","253004357","7728.41","18.52","2.94","3.18"
"Nifty Midcap Liquid 15","04-08-2020","3606.60","3669.90","3604.95","3664.70","75.50","2.10","145573029","2740.34","19.58","1.87","1.83"
"Nifty Shariah 25","04-08-2020","NaN","NaN","NaN","4383.21","9.73","0.22","121984316","6781.97","28.79","3.78","1.83"
"India VIX","04-08-2020","25.19","25.19","23.56","23.82","-1.37","-5.44","NaN","NaN","NaN","NaN","NaN"
"Nifty Growth Sectors 15","04-08-2020","5235.85","5315.55","5215.90","5299.55","94.45","1.81","182333357","12078.97","25.83","3.89","1.16"
"Nifty50 TR 1x Inverse","04-08-2020","349.00","350.20","343.70","344.20","-6.50","-1.85","NaN","NaN","NaN","NaN","NaN"
"Nifty50 TR 2x Leverage","04-08-2020","5020.20","5169.75","4985.25","5155.80","185.40","3.73","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 1x Inverse","04-08-2020","400.40","401.85","394.35","394.95","-7.45","-1.85","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 2x Leverage","04-08-2020","3808.65","3922.05","3782.10","3911.50","140.70","3.73","NaN","NaN","NaN","NaN","NaN"
"NIFTY100 Quality 30","04-08-2020","2628.95","2633.20","2616.25","2622.85","10.40","0.40","144023892","14106.69","26.91","6.54","2.04"
"Nifty Midcap 150","04-08-2020","5903.95","5940.50","5888.40","5929.50","59.10","1.01","769666848","8507.04","81.25","2.36","1.36"
"NIFTY50 Equal Weight","04-08-2020","11209.80","11257.65","11172.45","11245.15","88.10","0.79","625738313","35357.96","25.88","2.25","2.26"
"NIFTY Alpha Low-Volatility 30","04-08-2020","NaN","NaN","NaN","11610.29","95.72","0.83","140627994","16185.91","29.20","5.05","1.35"
"NIFTY Alpha Quality Value Low-Volatility 30","04-08-2020","NaN","NaN","NaN","7394.67","30.17","0.41","151865765","11083.37","20.14","4.46","2.43"
"NIFTY100 ESG","04-08-2020","NaN","NaN","NaN","2175.75","32.69","1.53","698738887","39800.56","34.95","3.48","1.40"
"Nifty Consumer Durables","04-08-2020","NaN","NaN","NaN","14141.25","131.87","0.94","13345871","1153.89","50.16","9.05","0.71"
"NIFTY Quality Low-Volatility 30","04-08-2020","NaN","NaN","NaN","8416.61","19.04","0.23","135866460","10473.72","27.05","6.85","1.95"
"NIFTY LargeMidcap 250","04-08-2020","NaN","NaN","NaN","5609.53","74.91","1.35","1574165344","50305.73","44.58","2.71","1.39"
"Nifty Oil & Gas","04-08-2020","NaN","NaN","NaN","5114.91","110.94","2.22","146306404","11045.00","18.49","1.64","3.47"
"NIFTY100 Enhanced ESG","04-08-2020","NaN","NaN","NaN","2188.93","31.97","1.48","673370922","38292.62","35.06","3.48","1.44"
"NIFTY500 Value 50","04-08-2020","NaN","NaN","NaN","2972.88","17.12","0.58","344150032","4126.54","9.72","0.75","6.27"
"NIFTY100 Alpha 30","04-08-2020","NaN","NaN","NaN","7742.44","114.56","1.50","161256932","17232.15","108.13","6.67","0.58"
"Nifty100 Low Volatility 30","04-08-2020","8927.15","8945.40","8900.45","8935.05","50.25","0.57","199920610","21698.62","22.79","4.09","2.02"
"NIFTY Alpha Quality Low-Volatility 30","04-08-2020","NaN","NaN","NaN","9739.78","49.14","0.51","167913605","19512.46","28.32","7.09","1.67"
"NIFTY200 Quality 30","04-08-2020","9911.55","9933.75","9852.05","9877.10","28.10","0.29","121847701","8564.11","25.27","6.42","2.41"
"Nifty Smallcap 250","04-08-2020","4402.90","4438.50","4390.55","4433.25","65.35","1.50","296511653","4593.68","26.07","1.91","1.74"
"Nifty MidSmallcap 400","04-08-2020","5365.40","5400.50","5351.05","5392.80","61.60","1.16","1066178501","13100.72","49.31","2.20","1.48"
"Nifty Smallcap 50","04-08-2020","2474.70","2492.45","2463.45","2487.70","34.60","1.41","79098531","2366.12","22.01","2.09","1.38"
"NIFTY SME EMERGE","04-08-2020","NaN","NaN","NaN","1218.61","3.90","0.32","NaN","NaN","17.12","1.15","0.34"
"Nifty Private Bank","04-08-2020","11597.00","11772.00","11469.60","11725.20","232.20","2.02","208584360","8142.24","25.09","2.01","0.73"
"Nifty Tata Group 25% Cap","04-08-2020","NaN","NaN","NaN","4484.60","19.30","0.43","151676541","3273.06","55.20","2.40","1.63"
"Nifty100 ESG Sector Leaders","04-08-2020","NaN","NaN","NaN","1931.19","29.65","1.56","327860010","25259.40","34.44","3.80","1.64"
"Nifty 50 Arbitrage","04-08-2020","NaN","NaN","NaN","1901.04","1.78","0.09","NaN","NaN","NaN","NaN","NaN"
"Nifty 50 Futures TR Index","04-08-2020","NaN","NaN","NaN","11475.75","196.27","1.74","NaN","NaN","NaN","NaN","NaN"
"Nifty Aditya Birla Group","04-08-2020","NaN","NaN","NaN","2622.95","-9.51","-0.36","350007931","912.38","NaN","1.30","0.40"
"Nifty Tata Group","04-08-2020","NaN","NaN","NaN","6908.51","-1.43","-0.02","161836489","3344.75","36.07","5.20","3.02"
"Nifty Mahindra Group","04-08-2020","NaN","NaN","NaN","9066.45","-80.97","-0.89","18624814","765.74","24.82","2.23","2.79"
"Nifty 50 Futures Index","04-08-2020","NaN","NaN","NaN","3715.05","63.13","1.73","NaN","NaN","NaN","NaN","NaN"
"Nifty 8-13 yr G-Sec","04-08-2020","2206.18","2208.25","2205.16","2207.31","1.51","0.07","NaN","NaN","NaN","NaN","NaN"
"Nifty 4-8 yr G-Sec Index","04-08-2020","2350.42","2351.05","2350.31","2350.34","0.32","0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty 11-15 yr G-Sec Index","04-08-2020","2383.73","2386.42","2383.33","2385.67","2.35","0.10","NaN","NaN","NaN","NaN","NaN"
"Nifty 15 yr and above G-Sec Index","04-08-2020","2638.45","2642.19","2638.45","2642.19","4.20","0.16","NaN","NaN","NaN","NaN","NaN"
"Nifty Composite G-sec Index","04-08-2020","2249.75","2251.10","2249.04","2250.28","0.92","0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec","04-08-2020","2002.55","2004.83","2001.07","2003.25","1.01","0.05","NaN","NaN","NaN","NaN","NaN"
"Nifty 10 yr Benchmark G-Sec (Clean Price)","04-08-2020","976.18","977.30","975.44","976.53","0.35","0.04","NaN","NaN","NaN","NaN","NaN"
"Nifty 1D Rate Index","04-08-2020","NaN","NaN","NaN","1900.59","0.17","0.01","NaN","NaN","NaN","NaN","NaN"
"Nifty50 USD","04-08-2020","NaN","NaN","NaN","5123.10","91.94","1.83","NaN","NaN","NaN","NaN","NaN"
"Nifty 50","03-08-2020","11057.55","11058.05","10882.25","10891.60","-181.85","-1.64","680929323","31149.94","29.70","3.07","1.51"
"Nifty Next 50","03-08-2020","26852.10","26990.00","26674.45","26725.75","-135.60","-0.50","301473133","10599.04","32.66","3.80","1.05"
"Nifty 100","03-08-2020","11208.55","11208.95","11046.95","11056.00","-166.95","-1.49","982402456","41748.98","30.08","3.15","1.45"
"Nifty 200","03-08-2020","5710.05","5710.20","5635.00","5639.55","-76.10","-1.33","1845797225","49436.37","32.71","2.97","1.46"
"Nifty 500","03-08-2020","9029.60","9029.80","8925.05","8932.05","-103.70","-1.15","2139060424","55243.61","32.51","2.91","1.46"
"Nifty Midcap 50","03-08-2020","4250.75","4286.25","4227.30","4231.30","-17.75","-0.42","822874171","5718.93","NaN","1.50","2.20"
"NIFTY Midcap 100","03-08-2020","15495.50","15606.05","15451.75","15468.70","-2.60","-0.02","863394769","7687.39","119.96","2.03","1.54"
"NIFTY Smallcap 100","03-08-2020","5024.05","5082.50","5012.50","5062.35","51.75","1.03","132717830","3783.77","20.72","1.88","1.58"
"Nifty50 Dividend Points","03-08-2020","NaN","NaN","NaN","36.11","0.00","NaN","NaN","NaN","NaN","NaN","NaN"
"Nifty Auto","03-08-2020","7323.65","7469.10","7224.80","7240.25","-39.50","-0.54","275246833","6127.15","46.74","3.27","2.11"
"Nifty Bank","03-08-2020","21543.80","21543.80","21031.45","21072.10","-567.95","-2.62","431029295","11151.87","23.01","1.75","0.60"
"Nifty Energy","03-08-2020","15280.50","15283.45","15003.60","15055.55","-253.60","-1.66","128577278","5890.27","14.99","1.34","3.92"
"Nifty Financial Services","03-08-2020","10698.75","10698.75","10442.55","10467.20","-261.65","-2.44","201425131","9844.45","22.70","2.64","0.79"
"Nifty FMCG","03-08-2020","30892.80","30985.00","30674.45","30759.80","-112.65","-0.36","31101220","1970.93","38.80","10.15","1.39"
"Nifty IT","03-08-2020","18099.40","18140.85","17840.30","17965.80","-106.05","-0.59","33148225","3041.81","23.86","6.15","2.26"
"Nifty Media","03-08-2020","1280.65","1287.85","1270.20","1271.95","-13.15","-1.02","24514833","358.00","188.01","1.61","1.80"
"Nifty Metal","03-08-2020","2149.10","2181.55","2133.40","2156.15","8.85","0.41","112092048","1472.90","10.34","1.02","4.18"
"Nifty MNC","03-08-2020","13604.00","13654.15","13543.10","13555.45","-4.40","-0.03","480259034","3417.42","NaN","5.45","1.22"
"Nifty Pharma","03-08-2020","11176.30","11389.95","11090.65","11128.40","-20.50","-0.18","71286493","6286.82","32.78","4.84","0.48"
"Nifty PSU Bank","03-08-2020","1411.60","1434.45","1405.45","1420.50","8.90","0.63","165491754","1802.43","NaN","0.61","0.00"
"Nifty Realty","03-08-2020","200.45","201.55","197.70","198.55","-2.45","-1.22","10964292","241.43","29.01","1.79","0.45"
"Nifty India Consumption","03-08-2020","4961.60","4983.60","4908.50","4913.25","-32.30","-0.65","94940213","7247.27","152.89","5.85","1.45"
"Nifty Commodities","03-08-2020","3021.90","3022.15","2989.80","2994.90","-25.15","-0.83","204317321","8659.10","17.14","1.48","3.02"
"Nifty Dividend Opportunities 50","03-08-2020","2399.95","2399.95","2377.00","2381.45","-16.95","-0.71","338788384","8260.71","16.14","2.35","3.96"
"Nifty Infrastructure","03-08-2020","3147.85","3148.30","3110.10","3113.20","-40.20","-1.27","217997831","9278.61","54.80","2.04","2.13"
"Nifty PSE","03-08-2020","2489.00","2489.00","2461.20","2469.20","-16.20","-0.65","215512775","2104.18","9.63","1.00","6.24"
"Nifty Services Sector","03-08-2020","14467.90","14467.90","14184.80","14216.05","-283.50","-1.96","444465794","17854.58","28.10","3.01","1.44"
"Nifty50 Shariah","03-08-2020","NaN","NaN","NaN","2710.20","-20.01","-0.73","119495530","8590.27","27.90","4.87","2.20"
"Nifty500 Shariah","03-08-2020","NaN","NaN","NaN","3141.33","-6.21","-0.20","359629676","16375.76","29.27","4.53","1.80"
"Nifty Low Volatility 50","03-08-2020","NaN","NaN","NaN","10855.90","-1.97","-0.02","147056971","12745.61","25.06","4.11","1.69"
"Nifty Alpha 50","03-08-2020","14857.15","15010.70","14845.45","14879.60","73.95","0.50","135545806","13369.49","40.15","7.41","0.62"
"Nifty High Beta 50","03-08-2020","NaN","NaN","NaN","1072.41","-9.53","-0.88","1314001120","19195.83","NaN","1.15","1.70"
"Nifty100 Equal Weight","03-08-2020","12364.60","12379.80","12251.55","12266.60","-95.80","-0.77","982402456","41748.98","26.43","2.47","1.80"
"Nifty100 Liquid 15","03-08-2020","2730.45","2730.45","2683.25","2687.00","-38.70","-1.42","426339325","11118.62","70.76","1.62","1.55"
"Nifty CPSE","03-08-2020","1418.40","1418.40","1397.40","1401.75","-13.50","-0.95","63243209","572.35","7.81","1.02","7.02"
"Nifty50 Value 20","03-08-2020","5509.80","5512.90","5442.25","5460.95","-44.90","-0.82","193883324","6638.90","18.42","2.94","3.18"
"Nifty Midcap Liquid 15","03-08-2020","3610.25","3645.70","3585.50","3589.20","-22.95","-0.64","132076311","2010.82","19.17","1.83","1.87"
"Nifty Shariah 25","03-08-2020","NaN","NaN","NaN","4373.48","-18.58","-0.42","124426690","7690.85","28.82","3.78","1.83"
"India VIX","03-08-2020","24.19","25.69","23.26","25.19","0.99","4.10","NaN","NaN","NaN","NaN","NaN"
"Nifty Growth Sectors 15","03-08-2020","5303.10","5303.10","5190.65","5205.10","-102.70","-1.93","133775204","10289.30","25.37","3.82","1.19"
"Nifty50 TR 1x Inverse","03-08-2020","345.55","351.00","345.55","350.70","5.70","1.65","NaN","NaN","NaN","NaN","NaN"
"Nifty50 TR 2x Leverage","03-08-2020","5124.50","5124.50","4961.80","4970.40","-169.80","-3.30","NaN","NaN","NaN","NaN","NaN"
"Nifty50 PR 1x Inverse","03-08-2020","396.50","402.75","396.50","402.40","6.60","1.67","NaN","NaN","NaN","NaN","NaN"
